Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"WN","05/06/2022","0503","N7828A","BWI","18:10","19:10","70","57","60","19:07","3","6","0","0","0","54"
"WN","05/06/2022","0709","N8631A","BWI","22:55","01:05","70","60","130","01:02","3","14","0","0","0","116"
"WN","05/06/2022","1683","N8668A","BWI","14:50","15:18","70","59","28","15:16","2","24","0","0","0","4"
"WN","05/06/2023","0585","N8560Z","BWI","12:05","12:10","65","72","5","12:06","4","0","0","0","0","0"
"WN","05/06/2023","1122","N8667D","TPA","14:10","14:11","170","173","1","14:08","3","0","0","0","0","0"
"WN","05/06/2023","2754","N8803L","BWI","22:15","22:42","70","66","27","22:38","4","0","0","0","0","27"
"WN","05/06/2023","3718","N8512U","MCO","15:30","16:13","160","177","43","16:11","2","26","0","17","0","0"
"WN","05/07/2022","2054","N8329B","TPA","09:55","09:53","165","161","-2","09:50","3","0","0","0","0","0"
"WN","05/07/2022","2963","N8673F","BWI","21:00","22:18","70","60","78","22:16","2","10","0","0","0","68"
"WN","05/07/2022","3713","N215WN","BWI","11:55","12:19","70","58","24","12:16","3","24","0","0","0","0"
"WN","05/07/2022","3884","N214WN","MCO","13:10","13:17","165","155","7","13:14","3","0","0","0","0","0"
"WN","05/07/2023","0585","N479WN","BWI","12:00","11:52","70","63","-8","11:48","4","0","0","0","0","0"
"WN","05/07/2023","0675","N7826B","BWI","17:10","16:58","75","60","-12","16:55","3","0","0","0","0","0"
"WN","05/07/2023","0997","N8635F","BWI","23:25","23:36","75","73","11","23:33","3","0","0","0","0","0"
"WN","05/08/2022","0503","N482WN","BWI","18:10","18:02","70","62","-8","17:59","3","0","0","0","0","0"
"WN","05/08/2022","0709","N8557Q","BWI","22:55","23:02","70","71","7","22:59","3","0","0","0","0","0"
"WN","05/08/2022","1683","N8744B","BWI","14:50","15:22","70","69","32","15:19","3","24","0","0","0","8"
"WN","05/08/2023","0675","N8795L","BWI","15:50","16:03","70","67","13","15:59","4","0","0","0","0","0"
"WN","05/08/2023","2255","N8627B","BWI","00:05","00:05","70","60","0","00:02","3","0","0","0","0","0"
"WN","05/08/2023","2905","N8681M","BWI","12:00","11:46","70","62","-14","11:43","3","0","0","0","0","0"
"WN","05/09/2022","0503","N423WN","BWI","18:10","17:57","70","59","-13","17:55","2","0","0","0","0","0"
"WN","05/09/2022","0709","N8628A","BWI","22:55","23:49","70","65","54","23:47","2","34","0","0","0","20"
"WN","05/09/2022","1683","N8751R","BWI","14:50","15:17","70","70","27","15:13","4","0","0","0","0","27"
"WN","05/09/2023","0675","N8619F","BWI","15:50","15:44","70","68","-6","15:42","2","0","0","0","0","0"
"WN","05/09/2023","2255","N8614M","BWI","00:05","00:34","70","63","29","00:30","4","10","0","0","0","19"
"WN","05/09/2023","2905","N8325D","BWI","12:00","12:17","70","62","17","12:14","3","14","0","0","0","3"
"WN","05/10/2022","0503","N241WN","BWI","18:10","18:15","70","73","5","18:10","5","0","0","0","0","0"
"WN","05/10/2022","0709","N8609A","BWI","22:55","23:01","70","62","6","22:58","3","0","0","0","0","0"
"WN","05/10/2022","1683","N8803L","BWI","14:50","15:17","70","73","27","15:13","4","0","0","3","0","24"
"WN","05/10/2023","0675","N8721J","BWI","15:50","15:56","70","66","6","15:52","4","0","0","0","0","0"
"WN","05/10/2023","2255","N1803U","BWI","00:05","00:15","70","64","10","00:13","2","0","0","0","0","0"
"WN","05/10/2023","2905","N8848Q","BWI","12:00","11:59","70","68","-1","11:55","4","0","0","0","0","0"
"WN","05/11/2022","0503","N964WN","BWI","18:10","18:16","70","61","6","18:13","3","0","0","0","0","0"
"WN","05/11/2022","0709","N8582Z","BWI","22:55","23:15","70","67","20","23:12","3","10","0","0","0","10"
"WN","05/11/2022","1683","N8679A","BWI","14:50","15:07","70","64","17","15:04","3","1","0","0","0","16"
