Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"AA","03/16/2018","1794","N915US","CLT","00:15","00:11","110","104","-4","00:06","5","0","0","0","0","0"
"AA","03/16/2018","2036","N828AW","CLT","18:32","21:54","118","135","202","21:48","6","36","0","17","0","149"
"AA","03/16/2019","1932","N829AW","CLT","15:16","14:53","111","97","-23","14:50","3","0","0","0","0","0"
"AA","03/16/2019","1976","N126UW","CLT","00:03","00:33","108","115","30","00:25","8","23","0","7","0","0"
"AA","03/16/2022","0404","N156UW","CLT","16:38","16:21","114","98","-17","16:17","4","0","0","0","0","0"
"AA","03/16/2022","0421","N818AW","DFW","22:41","22:26","186","174","-15","22:22","4","0","0","0","0","0"
"AA","03/16/2022","1976","N840AW","CLT","22:43","22:19","118","100","-24","22:16","3","0","0","0","0","0"
"AA","03/16/2022","2730","N127UW","CLT","11:01","10:53","111","100","-8","10:50","3","0","0","0","0","0"
"AA","03/16/2023","0404","N760US","CLT","18:10","18:08","107","110","-2","18:04","4","0","0","0","0","0"
"AA","03/16/2023","1880","N701UW","DFW","22:43","00:00","182","0","0","00:00","0","0","0","0","0","0"
"AA","03/17/2016","1971","N803AW","CLT","00:11","00:13","106","116","2","00:08","5","0","0","0","0","0"
"AA","03/17/2016","2036","N741UW","CLT","18:10","18:01","110","104","-9","17:57","4","0","0","0","0","0"
"AA","03/17/2017","1835","N105AA","CLT","00:01","00:13","106","108","12","00:10","3","0","0","0","0","0"
"AA","03/17/2017","2036","N710AA","CLT","18:29","18:30","113","118","1","18:27","3","0","0","0","0","0"
"AA","03/17/2018","1794","N559UW","CLT","00:15","00:27","110","119","12","00:22","5","0","0","0","0","0"
"AA","03/17/2018","2036","N751UW","CLT","18:32","18:21","118","113","-11","18:17","4","0","0","0","0","0"
"AA","03/17/2019","1932","N756US","CLT","15:16","14:58","111","100","-18","14:55","3","0","0","0","0","0"
"AA","03/17/2019","1976","N117UW","CLT","00:03","00:56","108","123","53","00:52","4","3","0","15","0","35"
"AA","03/17/2022","0404","N539UW","CLT","16:38","16:19","114","100","-19","16:14","5","0","0","0","0","0"
"AA","03/17/2022","0421","N834AW","DFW","22:52","22:52","187","181","0","22:47","5","0","0","0","0","0"
"AA","03/17/2022","1976","N753US","CLT","00:32","00:28","112","103","-4","00:22","6","0","0","0","0","0"
"AA","03/17/2022","2730","N118US","CLT","11:01","10:52","111","103","-9","10:48","4","0","0","0","0","0"
"AA","03/17/2023","0404","N778XF","CLT","18:10","18:02","107","94","-8","17:58","4","0","0","0","0","0"
"AA","03/17/2023","1880","N801AW","DFW","22:43","22:25","182","168","-18","22:18","7","0","0","0","0","0"
"AA","03/18/2016","1971","N803AW","CLT","00:11","00:03","106","101","-8","23:59","4","0","0","0","0","0"
"AA","03/18/2016","2036","N717UW","CLT","18:10","18:02","110","106","-8","17:58","4","0","0","0","0","0"
"AA","03/18/2017","2036","N821AA","CLT","18:29","18:28","113","119","-1","18:24","4","0","0","0","0","0"
"AA","03/18/2018","1794","N542UW","CLT","00:15","00:13","110","115","-2","00:07","6","0","0","0","0","0"
"AA","03/18/2018","2036","N831AW","CLT","18:32","18:24","118","115","-8","18:16","8","0","0","0","0","0"
"AA","03/18/2019","1932","N722US","CLT","15:16","15:12","111","102","-4","15:08","4","0","0","0","0","0"
"AA","03/18/2019","1976","N117UW","CLT","00:03","00:02","108","111","-1","23:57","5","0","0","0","0","0"
"AA","03/18/2022","0404","N186US","CLT","16:38","16:30","114","102","-8","16:22","8","0","0","0","0","0"
"AA","03/18/2022","0421","N758US","DFW","22:41","22:16","186","166","-25","22:13","3","0","0","0","0","0"
"AA","03/18/2022","1976","N832AW","CLT","00:32","00:11","112","95","-21","00:07","4","0","0","0","0","0"
"AA","03/18/2022","2730","N601AW","CLT","11:01","10:45","111","100","-16","10:40","5","0","0","0","0","0"
"AA","03/18/2023","0404","N150UW","CLT","18:20","18:11","110","88","-9","18:08","3","0","0","0","0","0"
