DATE,tempmin,feelslikemin,dew,humidity,precip,precipcover,snow,snowdepth,windgust,windspeedmax,sealevelpressure,cloudcover,visibility,severerisk,weather_code
2011-02-20,12.5,-0.2,9.4,63,0,0,0.2,2.5,27.3,16,1023.7,92.1,9.5,,cloudy
2011-02-21,10.4,-3.4,6.7,68.5,0.054,20.83,0.1,1,23,14.8,1015.3,94.6,7.8,,snow
2011-02-22,6.4,-3.8,-0.3,55.4,4.934,4.17,0,0.9,,11.3,1024,40.7,9.9,,snow
2011-02-23,2.7,-1.9,1.3,56.2,0.001,4.17,0,0.8,,5.7,1027.9,9.7,9.8,,rain
2011-02-24,12.6,3.4,15.8,64.5,0,0,0,0.7,,8.9,1018.3,75.4,9.5,,partly-cloudy-day
2011-02-25,23.2,14.4,26.5,89,0.425,41.67,0.5,0.9,29.9,20.7,1007.4,97.1,3.1,,snow
2011-02-26,19.7,7.1,18.5,75.5,0.048,12.5,5.1,4.2,26.4,17.9,1018.7,99.2,7.4,,snow
2011-02-27,26.2,18.4,25.7,77.5,0.111,45.83,0.4,3.3,,13.6,1013.5,94.9,7.3,,snow
2011-02-28,31.9,21.5,31.1,77,0.39,29.17,0,0.9,41.3,29.4,1005.5,99.9,9,,rain
2011-03-01,20.9,11.4,11.4,49.9,0,0,0,0.7,27.5,17.6,1023.2,63.5,9.7,,partly-cloudy-day
2011-03-02,17.6,4.9,14.9,54.9,0,0,0,0.7,44.9,28.6,1020.3,85.7,8.9,,partly-cloudy-day
2011-03-03,6,2.1,-2.8,44,0,0,0,0.6,,10.1,1037.7,66.9,9.9,,partly-cloudy-day
2011-03-04,17.7,4.5,11.7,44.4,0,0,0,0.6,26.1,16.9,1030.9,95,9.9,,cloudy
2011-03-05,39,32.3,36.6,69.2,0.141,66.67,0,0.4,35.6,20.4,1018.9,100,9.6,,rain
2011-03-06,21.2,9.5,29.9,86,0.838,83.33,1.3,0.6,33.4,20.5,1015.4,99.1,4.2,,snow
2011-03-07,15.8,4.6,16.3,78.4,0.457,41.67,0.8,2,56.1,18.1,1021.4,74.9,6.4,,snow
2011-03-08,12.3,4.6,13.3,65.9,0.005,16.67,0,1.9,,8,1033.4,56.2,9.8,,rain
2011-03-09,24.5,14.2,17.9,55.3,0.001,4.17,0,1.6,37.5,22.6,1029.3,97.1,9.9,,rain
2011-03-10,33.9,24.6,35,91.7,0.468,87.5,0,1.1,31.9,24,1015.3,100,9.4,,rain
2011-03-11,33.9,25.8,32.7,75.6,0.087,20.83,0,0.5,34.1,19.7,1005.1,98.2,9.8,,rain
2011-03-12,33.3,23.8,30.7,79.6,0.025,16.67,0,0.2,30,19,1007.1,99.1,8.1,,rain
2011-03-13,31.9,23.3,30.8,83.4,0.012,8.33,0,0.2,34.4,20.2,1016.6,100,7.8,,rain
2011-03-14,28.7,22.6,23.2,69.9,0.011,4.17,0,0.2,,13.6,1027.9,82.7,9.3,,rain
2011-03-15,22.9,16.9,22.9,61.5,0,0,0,0.2,,11.1,1027.9,70.5,9.9,,partly-cloudy-day
2011-03-16,37.5,32.3,36.4,80.2,0.141,41.67,0,0,,14.6,1018.1,100,9.6,,rain
2011-03-17,28.3,26.7,34.6,68.2,0,0,0,0,,13.7,1018,63.5,8.9,,partly-cloudy-day
2011-03-18,44.1,36.3,36.6,52.3,0,0,0,0,39.6,26,1011.3,94.7,9.9,,cloudy
2011-03-19,28.2,20.6,22.9,63.6,0,0,0,0,27.8,17.1,1026.8,68.3,9.8,,partly-cloudy-day
2011-03-20,22.9,18.5,20,58.9,0,0,0,0,,10.2,1034.5,49.1,9.9,,partly-cloudy-day
2011-03-21,37.1,28.3,34.1,78.8,0.374,54.17,0,0,26.5,16.9,1015.3,99.9,8.2,,rain
2011-03-22,32.1,26.3,29.6,75,0,0,0,0,23,18.1,1016.4,99.3,9.9,,cloudy
2011-03-23,26.6,15,20.1,72.5,0.253,25,0.2,0,,14.5,1011,98,7,,snow
2011-03-24,21.5,12.9,18.5,68.1,0.002,8.33,0.4,0.2,23,18.1,1009.6,71.8,9,,snow
2011-03-25,23.2,12.4,13.1,58.7,0,0,0,0,25.3,17.2,1015.4,73.9,9.1,,partly-cloudy-day
2011-03-26,17.3,11.7,10,53.8,0,0,0,0,25.9,15.9,1018,55,9.9,,partly-cloudy-day
2011-03-27,17.7,10.2,9.3,52.7,0,0,0,0,28.9,18.2,1017.6,17.3,9.9,,clear-day
2011-03-28,21,10,10.2,46.8,0,0,0,0,29.5,19.4,1017.6,20.1,9.9,,partly-cloudy-day
2011-03-29,26.3,15.2,19.2,59.1,0.001,4.17,0,0,25.3,17.2,1020.6,75.1,9.8,,rain
2011-03-30,28.1,21.6,21.7,54.7,0,0,0,0,17.2,9.1,1018.9,47.8,9.9,,partly-cloudy-day
2011-03-31,35.2,28.9,34.3,85.6,0.095,33.33,0,0,,12.6,1009.3,100,7.8,,rain
2011-04-01,37.1,28.8,34.7,87.3,0.067,29.17,0,0,25.3,14.9,999.3,100,7.4,,rain
2011-04-02,33.8,25.9,24.9,51.2,0.03,4.17,0,0,34.5,23.7,999.8,77,9.9,,rain
2011-04-03,35.6,28.6,23.6,46,0,0,0,0,27.5,17,1012.1,68.2,9.9,,partly-cloudy-day
2011-04-04,40.9,33,41.7,74,0.529,58.33,0,0,34.4,21.3,999.9,99.7,9.2,,rain
2011-04-05,34,27.1,34.1,77,0.419,54.17,0,0,36.8,25.3,997.3,97.3,7.9,,rain
2011-04-06,31.9,24.2,27.8,65.6,0,0,0,0,34.4,21.4,1012,69.1,9.9,,partly-cloudy-day
2011-04-07,30.1,30.1,28.3,64.2,0,0,0,0,16.1,12.5,1019.4,57,7.2,,partly-cloudy-day
2011-04-08,30.5,27,24.8,52.8,0,0,0,0,16.1,11.3,1021.5,76.3,9.9,,partly-cloudy-day
2011-04-09,37.2,37.2,35.1,59.3,0,0,0,0,17.2,8.9,1019.3,71.6,9.9,,partly-cloudy-day
2011-04-10,41.1,39.2,42.7,65.7,0,0,0,0,21.9,14.7,1013.8,71.2,9.9,,partly-cloudy-day
2011-04-11,57.2,57.2,51.2,55.3,0,0,0,0,44.6,29.8,1000.1,95.7,9.9,,cloudy
2011-04-12,44.6,39.7,32.4,48.1,0,0,0,0,33,18.4,1012.7,95.5,9.9,,cloudy
2011-04-13,44.7,39.4,42,84.2,0.723,87.5,0,0,31.9,11.2,1013.8,100,8.6,,rain
2011-04-14,40.8,36.2,37.6,70.7,0,0,0,0,20.8,14.7,1019.1,75.4,9.7,,partly-cloudy-day
2011-04-15,28.7,22.5,20.6,43.1,0,0,0,0,18.3,13.5,1028.9,51.8,9.9,,partly-cloudy-day
2011-04-16,39,30.6,29.6,59.4,0.342,54.17,0,0,36.3,26,1013.1,98,9.3,,rain
2011-04-17,37.2,28.1,34.1,71.5,0.458,50,0,0,45.7,30.8,1001.4,96,8.9,,rain
2011-04-18,35.7,26.4,28,66.7,0.07,12.5,0,0,25.2,18,1013.7,83,9.8,,rain
2011-04-19,33.7,31.9,33.4,78.7,0.099,16.67,0,0,18.3,14.5,1019.2,98,9.6,,rain
2011-04-20,39.4,30.3,42.3,76,1.394,41.67,0,0,43.5,31.7,1007.9,97.3,9,,rain
2011-04-21,33.8,24.5,28.9,64.7,0.03,8.33,0,0,36.8,24,1022.1,93.8,9.6,,rain
2011-04-22,29.8,28,26.5,57.5,0,0,0,0,28.2,17.9,1028.3,76.9,9.9,,partly-cloudy-day
2011-04-23,39.4,31.2,44,74,0.91,50,0,0,29.9,21.4,1012.6,97.2,9.6,,rain
2011-04-24,44.1,44.1,43.7,75.3,0.037,12.5,0,0,,13.5,1016,93.7,9.9,,rain
2011-04-25,42.2,42.2,45.2,83.2,0.511,29.17,0,0,,8.9,1017.2,89.2,8.9,,rain
2011-04-26,51.8,51.8,57.4,84.7,1.909,50,0,0,32.2,14.7,1009.7,92.1,9.4,,rain
2011-04-27,60.8,60.8,59.8,68,0.383,12.5,0,0,34.8,22.6,1007.2,94.8,9.6,,rain
2011-04-28,51.4,51.4,52.4,62.3,0.571,29.17,0,0,44.1,31.6,1000.2,79.5,9.7,,rain
2011-04-29,46,41.2,37.3,62.8,0,0,0,0,23,13.7,1008.1,86.8,9.9,,partly-cloudy-day
2011-04-30,42.7,38.6,38.3,61.7,0,0,0,0,19.5,11.4,1020.2,56.1,9.9,,partly-cloudy-day
2011-05-01,42.4,39.6,37.9,50.7,0,0,0,0,21.8,14.7,1022.1,68.6,9.9,,partly-cloudy-day
2011-05-02,51.7,51.7,49.9,73,0.042,20.83,0,0,20.8,13.5,1018.8,99,9.4,,rain
2011-05-03,46.2,42.1,44.4,86.7,0.977,66.67,0,0,,12.6,1018,99.9,8.1,,rain
2011-05-04,42.3,35.2,39,81,0.164,25,0,0,20.8,14.7,1018.2,100,9.7,,rain
2011-05-05,41,36.4,30.1,50.8,0.011,4.17,0,0,33.5,22.9,1016.1,46.8,9.9,,rain
2011-05-06,44.5,40.1,34.5,43.9,0,0,0,0,25.1,18,1010.2,62.5,9.9,,partly-cloudy-day
2011-05-07,48.3,48.3,41.3,58.1,0,0,0,0,24.2,13.9,1010.7,74.5,9.9,,partly-cloudy-day
2011-05-08,42.8,40.1,40.6,61.7,0,0,0,0,20.8,15.7,1014.4,70.8,9.9,,partly-cloudy-day
2011-05-09,45.9,43.8,37.9,51.2,0,0,0,0,27.3,18.1,1018,50.5,9.9,,partly-cloudy-day
2011-05-10,42.2,40,36.5,51.6,0,0,0,0,,9.2,1017.6,64.7,9.9,,partly-cloudy-day
2011-05-11,46.7,43.9,45.4,58,0,0,0,0,,10.1,1018,56.6,9.9,,partly-cloudy-day
2011-05-12,51.4,51.4,47.3,55.1,0,0,0,0,,10.1,1014.9,67.2,9.9,,partly-cloudy-day
2011-05-13,60.8,60.8,53.9,59.8,0,0,0,0,17.2,12.5,1008.1,83.9,9.9,,partly-cloudy-day
2011-05-14,63.9,63.9,58.8,78.2,0.074,33.33,0,0,,7.7,1005.2,99.4,8.1,,rain
2011-05-15,53,53,55.4,88.3,0.664,79.17,0,0,20.8,12.5,1002,100,7.9,,rain
2011-05-16,49.9,47.6,49.2,89.4,0.524,62.5,0,0,,7.8,1007,100,7.3,,rain
2011-05-17,49.9,48.3,52.4,84.7,0.016,20.83,0,0,24.2,16.7,1013.5,97.1,7.8,,rain
2011-05-18,59,59,57,78.5,0.055,16.67,0,0,27.2,20.2,1014.4,92.9,9.9,,rain
2011-05-19,60.3,60.3,58.7,80.4,0.538,54.17,0,0,26.5,12.5,1014.3,88.2,9.5,,rain
2011-05-20,56.9,56.9,56.6,79.4,0.021,16.67,0,0,31.1,13.5,1014.6,93.1,7.7,,rain
2011-05-21,57.4,57.4,58.2,78.7,0.001,4.17,0,0,,9.9,1015.2,93.5,8.2,,rain
2011-05-22,57.4,57.4,58.7,76.6,0.014,4.17,0,0,23,15.3,1015.1,87.8,9.8,,rain
2011-05-23,64.2,64.2,59.2,73.4,0.035,8.33,0,0,29.7,20.2,1008.8,79.8,9.8,,rain
2011-05-24,56.8,56.8,58.4,71.7,0.043,12.5,0,0,38.8,19.2,1006.4,78.2,9.9,,rain
2011-05-25,53,53,52.5,72.5,0,0,0,0,,8.8,1012.9,88.4,9.9,,partly-cloudy-day
2011-05-26,64.2,64.2,62.6,69,0.162,25,0,0,33.2,19.1,1007.4,80.8,9.7,,rain
2011-05-27,64.3,64.3,63.1,82.7,0.482,45.83,0,0,,8.9,1012.1,91.8,9.5,,rain
2011-05-28,63.8,63.8,62,73.9,0.043,8.33,0,0,21.9,13.5,1012.6,88.1,9.8,,rain
2011-05-29,64.6,64.6,64.7,67.3,0.008,4.17,0,0,17.2,12.6,1014,81.3,9.9,,rain
2011-05-30,66.4,66.4,62.3,70.3,0.104,16.67,0,0,17.2,12.4,1018.8,86.2,9.1,,rain
2011-05-31,62.2,62.2,65,67.1,0,0,0,0,,9,1020,44.9,9.9,,partly-cloudy-day
2011-06-01,70.7,70.7,58.7,50.5,0,0,0,0,109.4,27.3,1012.9,52.9,9.9,,partly-cloudy-day
2011-06-02,55.5,55.5,40.9,50.6,0,0,0,0,37.9,25.1,1015.4,45.9,9.9,,partly-cloudy-day
2011-06-03,48.2,44.8,40.4,53,0,0,0,0,28.9,17.9,1020.3,38.6,9.9,,partly-cloudy-day
2011-06-04,51.2,51.2,48.8,64.7,0.011,4.17,0,0,18.3,11.2,1018.3,86.2,9.9,,rain
2011-06-05,55.1,55.1,55.5,75.2,0,0,0,0,16.1,11.2,1016,77.6,9.9,,partly-cloudy-day
2011-06-06,53.6,53.6,56.5,68.5,0,0,0,0,,6.9,1016.4,32.2,8.8,,partly-cloudy-day
2011-06-07,57.4,57.4,59.6,63.8,0,0,0,0,19.2,11.3,1011.7,52.6,9.9,,partly-cloudy-day
2011-06-08,65.9,65.9,64,61.2,0,0,0,0,37.6,19.2,1010.4,51,9.9,,partly-cloudy-day
2011-06-09,71.2,71.2,63,57.3,0,0,0,0,30.8,19.4,1009.5,68.7,9.9,,partly-cloudy-day
2011-06-10,62,62,54.7,64.8,0,0,0,0,17.2,12.4,1015.9,93.8,9.9,,cloudy
2011-06-11,60.4,60.4,60.6,82,0.117,29.17,0,0,23,11.3,1012.4,95.2,9.7,,rain
2011-06-12,60.5,60.5,56.8,79,0.272,16.67,0,0,23,14.8,1010.7,96.5,9.6,,rain
2011-06-13,57.4,57.4,52,69,0,0,0,0,17.2,13.7,1012.2,94,9.9,,cloudy
2011-06-14,56.8,56.8,52,72,0.04,16.67,0,0,45,13.9,1013.9,83,9.9,,rain
2011-06-15,51.7,51.7,51.9,61.8,0,0,0,0,25.3,12.6,1013.1,26.3,9.9,,partly-cloudy-day
2011-06-16,55.5,55.5,52.6,56.8,0,0,0,0,25,17.9,1011,66.2,9.9,,partly-cloudy-day
2011-06-17,64.1,64.1,60,72.2,0.025,20.83,0,0,,9.9,1010,85.5,9.9,,rain
2011-06-18,61.9,61.9,59.3,66.1,0,0,0,0,19.5,12.5,1010.4,55.9,9.9,,partly-cloudy-day
2011-06-19,55.1,55.1,49.3,58.2,0,0,0,0,,9.2,1012,63.2,9.9,,partly-cloudy-day
2011-06-20,53.1,53.1,50.2,58.2,0,0,0,0,,6.8,1011.8,77.1,9.9,,partly-cloudy-day
2011-06-21,58.8,58.8,54.4,55.5,0,0,0,0,,9,1011.8,66.1,9.9,,partly-cloudy-day
2011-06-22,66.4,66.4,63.6,82.8,0.676,33.33,0,0,38,9.1,1009.7,98.6,9.2,,rain
2011-06-23,66,66,66.1,83.8,0.838,45.83,0,0,23.9,13.4,1004.8,94.7,9.3,,rain
2011-06-24,66.4,66.4,64,76.9,0.859,45.83,0,0,31.1,13.6,1002.7,93.2,9.5,,rain
2011-06-25,64.7,64.7,61.5,80.4,0.183,20.83,0,0,17.2,13.5,1007.8,97.8,9.8,,rain
2011-06-26,62.5,62.5,59.6,76.8,0.019,4.17,0,0,,9,1013.7,89.9,9.8,,rain
2011-06-27,58.8,58.8,60.3,73,0,0,0,0,,6.8,1015.7,62.8,9.1,,partly-cloudy-day
2011-06-28,67.9,67.9,63.7,70.8,0.242,16.67,0,0,32.2,11.5,1009.4,86,9.9,,rain
2011-06-29,64.1,64.1,55.6,70.1,0,0,0,0,28.6,15.9,1011.7,89.1,9.9,,partly-cloudy-day
2011-06-30,58.9,58.9,51.3,60.2,0,0,0,0,25.3,20.3,1015.1,56.5,9.9,,partly-cloudy-day
2011-07-01,57.2,57.2,53.6,57.8,0,0,0,0,16.1,11.2,1016.6,43.4,9.9,,partly-cloudy-day
2011-07-02,57.3,57.3,56.9,58.5,0,0,0,0,17.2,9.1,1015.5,66.4,9.9,,partly-cloudy-day
2011-07-03,70.9,70.9,62.5,61.3,0,0,0,0,21.9,14.7,1010,81.8,9.9,,partly-cloudy-day
2011-07-04,64.4,64.4,53.5,50.5,0,0,0,0,20.8,15.9,1010.8,40,9.9,,partly-cloudy-day
2011-07-05,60.2,60.2,55.8,57.1,0,0,0,0,18.3,10.2,1013,41.2,9.9,,partly-cloudy-day
2011-07-06,65.7,65.7,61.2,61.4,0.182,8.33,0,0,36.9,19.3,1011.6,80.1,9.9,,rain
2011-07-07,64.4,64.4,58.6,63.7,0,0,0,0,17.2,7.9,1013.9,79.5,9.9,,partly-cloudy-day
2011-07-08,62.1,62.1,62.4,75.8,1.267,4.17,0,0,43.6,6.9,1010.1,86.3,9.8,,rain
2011-07-09,62,62,57.7,66.8,0,0,0,0,20.7,14.7,1013,48.9,9.9,,partly-cloudy-day
2011-07-10,60.3,60.3,57.9,59,0,0,0,0,16.1,10.1,1015.7,71,9.9,,partly-cloudy-day
2011-07-11,67.8,67.8,64.7,61.5,0.014,4.17,0,0,27.5,13.7,1009.8,66.2,9.9,,rain
2011-07-12,74.7,74.7,64.3,60.1,0,0,0,0,29.8,20.6,1006,67,9.9,,partly-cloudy-day
2011-07-13,64.4,64.4,59.1,65.6,0.004,4.17,0,0,34.2,18.2,1010,57.7,9.9,,rain
2011-07-14,57.3,57.3,54.6,60.9,0,0,0,0,18.3,12.5,1016.9,22.3,9.9,,partly-cloudy-day
2011-07-15,57.3,57.3,54.6,58.5,0,0,0,0,,9,1018,49.5,9.9,,partly-cloudy-day
2011-07-16,58.8,58.8,58.1,58.6,0,0,0,0,16.1,7.7,1018.5,53.2,9.9,,partly-cloudy-day
2011-07-17,62.7,62.7,59.7,51.3,0,0,0,0,19.5,12.7,1017.6,36.6,9.9,,partly-cloudy-day
2011-07-18,71.6,71.6,67.3,69.8,0.481,29.17,0,0,39.1,14.5,1012.3,80.2,9.6,,rain
2011-07-19,67.9,67.9,66.2,74,0,0,0,0,,7.9,1010.7,59.1,7.8,,partly-cloudy-day
2011-07-20,65.9,65.9,66.1,66.4,0,0,0,0,20.8,11.3,1009.5,52,8.8,,partly-cloudy-day
2011-07-21,75.6,75.6,71.4,58.3,0,0,0,0,42.3,22.5,1004.4,57.7,9.5,,partly-cloudy-day
2011-07-22,78.2,78.2,66.5,54.6,0,0,0,0,17.2,11.2,1008.7,67.6,9.9,,partly-cloudy-day
2011-07-23,74.8,74.8,68.7,63.4,0.001,4.17,0,0,19.5,13.7,1012.1,80.3,9.9,,rain
2011-07-24,69.7,69.7,62,58.1,0,0,0,0,23,14.7,1013.6,71.4,9.9,,partly-cloudy-day
2011-07-25,64,64,62.2,75.9,0.277,16.67,0,0,27,21.3,1009.6,77.4,9.6,,rain
2011-07-26,66,66,59.8,65.2,0.091,12.5,0,0,35.4,25.8,1005.6,57,9.5,,rain
2011-07-27,64.5,64.5,59.8,66.8,0,0,0,0,17.2,10.1,1012.6,67.7,9.9,,partly-cloudy-day
2011-07-28,64.5,64.5,62.6,71.8,0,0,0,0,,8.8,1015.3,88.3,9.9,,partly-cloudy-day
2011-07-29,71.1,71.1,69.3,84,0.889,37.5,0,0,,12.4,1010.7,96.6,8.1,,rain
2011-07-30,69.2,69.2,62.1,65.1,0,0,0,0,20.8,13.8,1014.8,33.1,9.9,,partly-cloudy-day
2011-07-31,62.1,62.1,63.1,68.8,0.011,4.17,0,0,20.8,10.3,1015.9,47.1,9.9,,rain
2011-08-01,71.5,71.5,63.3,61.4,0,0,0,0,24,15,1011,53.9,9.9,,partly-cloudy-day
2011-08-02,67.7,67.7,59.6,60.7,0,0,0,0,23,16,1007.9,61.2,9.9,,partly-cloudy-day
2011-08-03,62.2,62.2,62.7,82,0.741,33.33,0,0,19.5,9,1005.8,87.6,8.7,,rain
2011-08-04,66.3,66.3,63,71.7,0.001,4.17,0,0,,11.2,1012.2,71.1,9.9,,rain
2011-08-05,63.9,63.9,64.4,71.6,0,0,0,0,,5.8,1016.3,59,9.8,,partly-cloudy-day
2011-08-06,69.9,69.9,67.1,80.7,0.21,25,0,0,,11.3,1012.6,93.4,9.1,,rain
2011-08-07,68,68,69.5,83.1,0.297,20.83,0,0,,6.6,1004.1,90.7,7.4,,rain
2011-08-08,71,71,67.1,74.2,0.012,4.17,0,0,18.3,14.6,1003,70.1,8.6,,rain
2011-08-09,64.6,64.6,64.6,86,1.41,45.83,0,0,23,11.4,1000.6,75.4,9.1,,rain
2011-08-10,64.7,64.7,62.5,76.8,0.715,29.17,0,0,33.3,14.8,1001.4,74.3,9.5,,rain
2011-08-11,60.7,60.7,54.2,64.1,0.002,4.17,0,0,27.5,17.1,1009.4,56.2,9.9,,rain
2011-08-12,62.1,62.1,55.4,59.7,0,0,0,0,31.1,11.1,1015.2,65.9,9.9,,partly-cloudy-day
2011-08-13,59,59,58.3,65.5,0,0,0,0,21.9,13.7,1014.9,74.3,9.9,,partly-cloudy-day
2011-08-14,66,66,64.2,81.1,0.083,20.83,0,0,,9.8,1009.8,91.5,8.9,,rain
2011-08-15,65.9,65.9,64.2,89.1,0.475,50,0,0,,9.7,1007.4,97.4,8.5,,rain
2011-08-16,64.6,64.6,63,75.7,0.131,25,0,0,18.3,12.5,1011.6,77.8,9.5,,rain
2011-08-17,60.6,60.6,60.5,68,0.002,4.17,0,0,,8,1017.9,54,9.9,,rain
2011-08-18,64.1,64.1,61.3,66.2,0,0,0,0,20.8,12.5,1013.9,65.2,9.8,,partly-cloudy-day
2011-08-19,64,64,62.2,70.3,0,0,0,0,,6.7,1011.6,61.9,8.6,,partly-cloudy-day
2011-08-20,60.8,60.8,60.7,67.2,0,0,0,0,,6.9,1013.5,53.8,9.5,,partly-cloudy-day
2011-08-21,64.2,64.2,63,75.4,0.69,29.17,0,0,34.4,12.6,1009.8,89.6,8.8,,rain
2011-08-22,60.2,60.2,54.4,69.1,0.177,16.67,0,0,26.1,18.1,1011,75.4,9.7,,rain
2011-08-23,55.6,55.6,53.2,64.5,0.03,8.33,0,0,19.4,12.4,1015.2,63.2,9.9,,rain
2011-08-24,60.8,60.8,56,58.8,0,0,0,0,34.3,21.6,1010.9,78.5,9.9,,partly-cloudy-day
2011-08-25,66.4,66.4,63,69.8,0.502,45.83,0,0,48.3,27.6,1008.1,87.2,9.5,,rain
2011-08-26,64.1,64.1,61.4,75.7,0,0,0,0,,8.9,1015.3,62.3,9.7,,partly-cloudy-day
2011-08-27,62,62,62.8,76.4,0,0,0,0,30,6.9,1011.2,82.5,9.9,,partly-cloudy-day
2011-08-28,60.9,60.9,59.6,82.6,1.099,62.5,0,0,31.8,18.3,1000.3,97.2,7.9,,rain
2011-08-29,53,53,51.2,66.6,0,0,0,0,16.1,11.3,1013.1,53.4,9.9,,partly-cloudy-day
2011-08-30,53.5,53.5,54.5,66.6,0,0,0,0,20.8,13.5,1018.7,28,9.9,,partly-cloudy-day
2011-08-31,58.8,58.8,58.8,71.6,0,0,0,0,,7.6,1021.3,80.6,9.9,,partly-cloudy-day
2011-09-01,64.2,64.2,62.5,77.3,0.049,8.33,0,0,18.3,9.1,1018.2,89.9,9.7,,rain
2011-09-02,64.7,64.7,64,73.3,0,0,0,0,19.5,12.6,1015.2,79.1,9.7,,partly-cloudy-day
2011-09-03,71.1,71.1,69.2,75.2,0,0,0,0,,7.7,1011.4,75.5,7,,partly-cloudy-day
2011-09-04,71.2,71.2,68.3,73.2,0.006,4.17,0,0,,11.2,1008.2,72.8,8.1,,rain
2011-09-05,60.8,60.8,62.3,86.8,0.886,87.5,0,0,,12.3,1009.3,99.5,8.4,,rain
2011-09-06,57,57,55.4,80.7,0.059,16.67,0,0,16.1,9,1017.8,97.3,9.8,,rain
2011-09-07,60.3,60.3,58,87.7,2.347,79.17,0,0,29.9,17.1,1019,98.9,7.8,,rain
2011-09-08,62.7,62.7,62.4,83.2,0.212,20.83,0,0,28.8,13.8,1016.1,89.9,9.8,,rain
2011-09-09,60.3,60.3,60.3,82.2,0,0,0,0,,9,1012.7,77.8,6.8,,partly-cloudy-day
2011-09-10,55.5,55.5,54.5,73,0,0,0,0,16.1,11.3,1014.9,61.7,9.8,,partly-cloudy-day
2011-09-11,49.8,49.3,55.6,77.6,0,0,0,0,,7.9,1016.4,63,9.9,,partly-cloudy-day
2011-09-12,60.4,60.4,59.8,72.9,0,0,0,0,,9,1014.1,41.2,9.6,,partly-cloudy-day
2011-09-13,62.7,62.7,60.7,66.5,0.012,8.33,0,0,26.1,15.9,1009.2,65.5,9.7,,rain
2011-09-14,58.9,58.9,53.5,67.2,0,0,0,0,17.2,11.1,1013.5,77.3,9.9,,partly-cloudy-day
2011-09-15,48.5,46.1,47.6,76.9,0.262,41.67,0,0,30,14.4,1016.8,92.6,9.6,,rain
2011-09-16,44,41.4,40.6,68.2,0.011,4.17,0,0,25.3,13.7,1026,66.1,9.9,,rain
2011-09-17,42.4,40.7,42.7,73.8,0,0,0,0,,7.7,1030.2,76.8,9.9,,partly-cloudy-day
2011-09-18,42.8,40.3,43.6,69.7,0,0,0,0,16.1,10,1029.7,35.9,9.9,,partly-cloudy-day
2011-09-19,46.2,42.2,46.1,66.1,0.059,8.33,0,0,23.8,13.7,1021.8,52.8,9.8,,rain
2011-09-20,55.4,55.4,56.3,80.6,0.307,37.5,0,0,18.3,11.3,1017.1,79.2,9.4,,rain
2011-09-21,50.1,50.1,56.7,78.2,0,0,0,0,31.5,17.8,1019.8,67.3,9,,partly-cloudy-day
2011-09-22,60.3,60.3,63,80.4,0.555,45.83,0,0,,11.1,1017.5,94.8,8.9,,rain
2011-09-23,55.7,55.7,59.6,87.3,0.222,33.33,0,0,18.3,11.3,1017,82.9,8.1,,rain
2011-09-24,58.9,58.9,60.5,86.1,0.039,12.5,0,0,20.8,13.7,1016.7,87.5,8.7,,rain
2011-09-25,57.5,57.5,59.9,79.9,0,0,0,0,,6.6,1018.9,73.9,7.1,,partly-cloudy-day
2011-09-26,59.1,59.1,62.5,77.9,0,0,0,0,,7.8,1014.5,60.3,9.5,,partly-cloudy-day
2011-09-27,64.2,64.2,64.8,82.4,0.031,8.33,0,0,19.5,7.9,1012.5,89.1,9.7,,rain
2011-09-28,64.7,64.7,63.6,80.6,0.043,25,0,0,20.8,13.6,1011.1,95.7,9.8,,rain
2011-09-29,57,57,59.5,87.5,1.196,54.17,0,0,36.9,10,1004.5,96.9,7.7,,rain
2011-09-30,53.6,53.6,50.1,67.2,0,0,0,0,27.5,15.9,1002.3,85.5,9.9,,partly-cloudy-day
2011-10-01,44.2,38.3,44.7,86.2,0.12,41.67,0,0,30.9,14.9,1010.3,99.5,9.6,,rain
2011-10-02,42.9,38.1,45.6,84.8,0.465,41.67,0,0,23,10.2,1011.2,95.3,8.5,,rain
2011-10-03,50.4,50.4,50.1,83,0.019,16.67,0,0,16.1,9.1,1015.2,94.1,8.9,,rain
2011-10-04,53.5,53.5,52.1,86.3,0,0,0,0,16.1,11.2,1018.9,99,9.2,,cloudy
2011-10-05,44,44,44.6,71.4,0,0,0,0,21.8,15.9,1022.2,57.7,9.3,,partly-cloudy-day
2011-10-06,37,37,35.6,65.1,0,0,0,0,16.1,8,1028.3,34.1,9.9,,partly-cloudy-day
2011-10-07,37.6,35.4,39.8,64.4,0,0,0,0,,6.8,1029.9,19.4,9.9,,clear-day
2011-10-08,46.2,45.2,49.7,71.3,0,0,0,0,,6.8,1030.2,20.3,9.9,,partly-cloudy-day
2011-10-09,48.5,47.9,52.4,71.3,0,0,0,0.1,,6.9,1028.5,21.8,9.3,,partly-cloudy-day
2011-10-10,51.2,51.2,53.5,73.8,0,0,0,0,,9.1,1024.9,39.7,8.8,,partly-cloudy-day
2011-10-11,51.9,51.9,55.4,76,0,0,0,0,,7.7,1021.4,87.7,8.8,,partly-cloudy-day
2011-10-12,53.7,53.7,50.2,70.4,0.079,12.5,0,0,17.2,11.2,1017.4,96,9.8,,rain
2011-10-13,51.9,51.9,54.4,84.2,0.233,29.17,0,0,20.8,13.6,1007.7,98.1,9.2,,rain
