DATE,tempmin,feelslikemin,dew,humidity,precip,precipcover,snow,snowdepth,windgust,windspeedmax,sealevelpressure,cloudcover,visibility,severerisk,weather_code
2006-01-01,26,18.6,27.3,89.3,0.011,4.17,0,0,,6.6,1015.9,100,3.5,,rain
2006-01-02,30.8,25,31.9,91.9,0.182,29.17,0,0,,12.4,1019.5,90.4,3.7,,rain
2006-01-03,32.1,24.8,31.9,87.9,0.131,33.33,0,0,,13.5,1016.2,94.3,8.7,,rain
2006-01-04,28.2,18.3,28.3,81.6,0.124,25,0,0,,12.2,1011.7,73.5,9.3,,rain
2006-01-05,33,24.5,32.9,84.8,0.144,25,0,0,,16.9,1003.2,100,8.9,,rain
2006-01-06,20.8,6.9,20.5,80,0.003,12.5,0,0,,19,1010,98,6.3,,snow
2006-01-07,17.8,7.5,17.3,74,0.023,8.33,0,0.1,,14.5,1011,95.9,7.7,,snow
2006-01-08,28.9,20.5,25.7,72,0,0,0,0,,13.6,1013.8,91.4,8.8,,cloudy
2006-01-09,35,27.7,31.1,69.3,0,0,0,0,33.3,19.2,1013.7,99,9,,cloudy
2006-01-10,30.8,23.4,27.3,71.2,0.001,4.17,0,0,,12.3,1028.7,84.6,9.4,,rain
2006-01-11,33.2,27.7,36.1,74.6,0.184,25,0,0,32.2,21.3,1015.7,95.7,8.1,,rain
2006-01-12,34.3,29.2,33.9,69.3,0,0,0,0,,15.5,1012.7,70,9.9,,partly-cloudy-day
2006-01-13,28.5,23.4,34.2,66.1,0,0,0,0,,12.4,1007.3,59.9,9.7,,partly-cloudy-day
2006-01-14,21.8,5.4,34.9,86.9,0.535,41.67,0,0,40.3,23.6,997.4,99.9,5,,rain
2006-01-15,6.3,-8.5,4.4,68.4,0.011,4.17,0,0,38,22.6,1012.8,89.2,6.2,,snow
2006-01-16,2.2,-10.4,5.3,75,0,0,0,0,,12.4,1016.3,68.6,8.6,,partly-cloudy-day
2006-01-17,10,0.3,15.3,70.5,0.062,20.83,0,0,33.3,20.5,1015.5,75.1,9.6,,rain
2006-01-18,32,18.9,30.4,77.7,0.444,54.17,0,0,44.8,28.3,1000.3,100,8.3,,rain
2006-01-19,29,16.2,23.8,64.8,0,0,0,0,36.9,28.5,1019.3,84.4,8.9,,partly-cloudy-day
2006-01-20,43.1,39.1,33.1,54.4,0,0,0,0,,15.6,1016.4,99.8,9.9,,cloudy
2006-01-21,29.9,18.6,32.6,64.9,0.03,4.17,0,0,48.3,28.4,1016.8,88.2,9.4,,rain
2006-01-22,20.8,19.3,17.1,63.3,0,0,0,0,,10.2,1035.4,48.7,9.9,,partly-cloudy-day
2006-01-23,28.1,21.1,26,77.8,0.14,20.83,0,0,,9.2,1018.2,71,7.1,,rain
2006-01-24,25.9,18.2,23.8,67.9,0.041,12.5,0,0,,14.8,1006.7,78.6,9.3,,rain
2006-01-25,25.8,14,29.1,85.8,0.153,50,0.2,0,39.1,22.5,1004.1,100,4.5,,snow
2006-01-26,17.8,4,14.7,79.5,0.011,4.17,0.1,0.1,36.9,17,1026.2,99.2,3.7,,snow
2006-01-27,15.8,6.6,16.7,70.5,0,0,0,0.1,,11.1,1031.8,47.9,9.9,,partly-cloudy-day
2006-01-28,21.2,16.7,26,70.6,0,0,0,0.1,,15.8,1022.1,25.4,9.6,,partly-cloudy-day
2006-01-29,26.9,23,33,84.5,0.563,37.5,0,0,,14.5,1008.6,91.5,6.7,,rain
2006-01-30,42.2,39.4,39.3,70.7,0.002,8.33,0,0,,13.4,1005.4,96.4,9.7,,rain
2006-01-31,33.9,23.4,33.5,86.9,0.189,54.17,0,0,,17.1,1007.7,96.4,5.7,,rain
2006-02-01,30.8,22.1,27.5,85.1,0.078,29.17,0,0,,11.3,1013.5,99.2,7.1,,rain
2006-02-02,30,23.9,30.1,70.1,0.076,4.17,0,0,,11.3,1010.8,81.7,9.2,,rain
2006-02-03,38.1,29.1,37.6,82,0.536,33.33,0,0,30,20.2,1003.7,96.7,7,,rain
2006-02-04,28.3,25.3,34,83,0.085,29.17,0,0,33.3,23.7,1005.5,76.5,8.2,,rain
2006-02-05,28.9,13.9,28.3,64.9,0.208,16.67,0,0,42.5,28.2,991.7,98.8,9.5,,rain
2006-02-06,26.7,12.6,19.8,70,0.024,12.5,0.2,0.1,45,28.3,1002.6,98.7,6.4,,snow
2006-02-07,21.8,11.2,19,79.3,0.132,29.17,0.1,0.2,,14.9,1013.1,94.7,4.1,,snow
2006-02-08,17.6,10.1,14.9,77,0,0,0,0.2,,11.3,1017.6,95.3,6.3,,cloudy
2006-02-09,7.9,1.5,12.2,77.9,0,0,0,0.2,,18.1,1016.7,72.9,6.7,,partly-cloudy-day
2006-02-10,8.8,0.4,9.3,75.1,0.011,4.17,0,0.1,,11.3,1019.5,94.8,7.2,,snow
2006-02-11,16.8,5.2,14.7,72.3,0.011,4.17,0,0.1,,10,1018.6,88.4,7.8,,snow
2006-02-12,16.8,5.5,9.1,57.3,0,0,0,0.1,,14.7,1008.8,80.5,9.9,,partly-cloudy-day
2006-02-13,17.9,6.2,16,66.9,0.012,8.33,0,0.2,30,21.2,1008.6,95.8,8.1,,snow
2006-02-14,28,16.7,22.5,65,0,0,0,0.1,,17.1,1013.1,97.2,8.5,,cloudy
2006-02-15,34.8,33.1,27.3,53.7,0.001,4.17,0,0,,19,1018.4,72.5,9.9,,rain
2006-02-16,33,27.4,32.4,68.7,0,0,0,0,35.6,20.8,1019,98.6,9.7,,cloudy
2006-02-17,24,10.3,23,55.2,0.056,25,0,0,62,42.9,1012.8,96.5,7.3,,rain
2006-02-18,9,-9.4,5.6,65.7,0.042,12.5,0.2,0.1,42.5,25.1,1023.6,92.1,4.9,,snow
2006-02-19,11,-7.7,5.5,63.6,0.067,29.17,0.1,0.2,30,23.7,1025.2,73.3,7.3,,snow
2006-02-20,16.2,3.4,8.8,58.5,0,0,0,0.1,30,22.4,1018.2,53.8,9.9,,partly-cloudy-day
2006-02-21,14.1,6.6,18.1,72.6,0.011,4.17,0,0.1,33.3,22.6,1013,90.5,8.4,,rain
2006-02-22,20.1,12.3,20.9,65.6,0,0,0,0.1,,13.3,1014.1,89,8.8,,partly-cloudy-day
2006-02-23,29.1,20.9,27.4,76.3,0.098,20.83,0,0.1,32.2,18.2,1010,93.1,7.1,,rain
2006-02-24,21,7.2,13.9,63.3,0.011,4.17,0,0.1,43.5,28.4,1020.5,71.7,6.9,,snow
2006-02-25,12.9,-0.1,16.4,75.4,0.055,25,0,0.1,36.9,22.4,1016.6,97,6.1,,rain
2006-02-26,11.1,-4.1,6.4,73.5,0.056,20.83,0,0.1,,15.9,1022.9,94.7,4.7,,snow
2006-02-27,1.1,-7,2.6,65.7,0.012,4.17,0,0.2,,15.7,1016.5,74.7,9,,snow
2006-02-28,10.2,-0.1,10.6,75,0.084,20.83,0.2,0.2,35.6,24.7,1010.9,95.5,4.7,,snow
2006-03-01,11.1,0.6,10.4,66.4,0.116,12.5,0.1,0.3,31.1,17.1,1013,61.8,8.8,,snow
2006-03-02,15.3,7.5,14.2,71.3,0.002,8.33,0,0.2,,12.5,1007.4,68,9.7,,snow
2006-03-03,14,-4.2,6.7,60.9,0.011,4.17,0,0.2,36.9,21.7,1016.4,82.7,8.4,,snow
2006-03-04,21.8,9.1,17.4,69,0.022,8.33,0,0.2,36.9,22.7,1017.7,85.7,7.1,,snow
2006-03-05,18.2,7.2,13.8,55.5,0,0,0,0.2,,19.4,1020.8,18.3,9.9,,clear-day
2006-03-06,17.7,9.7,13.4,61.8,0,0,0,0.2,,11.3,1019.3,51.5,9.9,,partly-cloudy-day
2006-03-07,15.2,4.5,12.1,71.3,0,0,0,0.1,,12.4,1024,39.6,9.8,,partly-cloudy-day
2006-03-08,10.2,-0.6,13.7,61.1,0,0,0,0.1,,9.1,1019.2,69.6,9.9,,partly-cloudy-day
2006-03-09,35.9,30.2,33,76.4,0.502,50,0,0.1,,14.6,1007.3,99.8,7.2,,rain
2006-03-10,41,33.2,39.3,63.7,0.001,4.17,0,0,44.9,31.7,1003.2,82,9.9,,rain
2006-03-11,37,30.4,30.6,61.4,0,0,0,0,,12.4,1023.5,68,9.6,,partly-cloudy-day
2006-03-12,35.2,29.4,42.3,78.9,0.026,16.67,0,0,,14.4,1016.5,91,8.1,,rain
2006-03-13,46.9,43.1,51.5,90.4,0.9,54.17,0,0,30,16.6,1005.6,96.8,5.2,,rain
2006-03-14,30.9,17.7,31.2,70.1,0.024,16.67,0,0,48.1,35.7,999.8,93.2,7.2,,rain
2006-03-15,29,15.2,23.7,73.8,0.025,16.67,0,0,48.2,35.1,1007.1,99.6,4.9,,rain
2006-03-16,28,14.7,19.6,62.7,0,0,0,0,33.3,21.8,1016.8,70,9.4,,partly-cloudy-day
2006-03-17,20.9,14.6,11.5,52.1,0,0,0,0,,18.2,1019.8,36,9.9,,partly-cloudy-day
2006-03-18,21,10.6,13.4,59.9,0.022,8.33,0.2,0,35.5,25,1016.8,75.1,8.4,,snow
2006-03-19,21.9,10.3,19.6,76.5,0.103,25,0.1,0.2,30,15.9,1015.2,100,5.1,,snow
2006-03-20,20.1,7.5,13.3,65.7,0,0,0,0.1,,15.7,1020.3,91.4,8.7,,cloudy
2006-03-21,15.4,4.9,14.4,66.8,0,0,0,0.1,,14.5,1013.8,56.1,9.7,,partly-cloudy-day
2006-03-22,28,19,23,76.7,0.045,16.67,0,0.1,,17,1014.2,99.6,7.4,,snow
2006-03-23,27.9,22.1,24.8,71.2,0,0,0,0,,11.3,1022.2,84.5,9.9,,partly-cloudy-day
2006-03-24,25.8,25.6,26.8,74.4,0.068,12.5,0,0,,6.8,1019.5,89.4,8.9,,rain
2006-03-25,33.1,27,32.2,88.1,0.025,12.5,0,0,,10.2,1016.3,99.5,6.8,,rain
2006-03-26,30.8,23.4,30.7,79.5,0,0,0,0,,14.7,1017.7,77.4,6.6,,partly-cloudy-day
2006-03-27,28.1,19.6,22.2,56.6,0,0,0,0,,15.7,1023,23.4,9.9,,partly-cloudy-day
2006-03-28,26.8,20.4,21.2,50.5,0,0,0,0,,8.8,1023,36.1,9.9,,partly-cloudy-day
2006-03-29,28.1,23.2,24.4,50.8,0,0,0,0,,9,1024.8,15.9,9.9,,clear-day
2006-03-30,32.9,27.5,29.6,52.5,0,0,0,0,,9.1,1025,29.8,9.7,,partly-cloudy-day
2006-03-31,36.1,33.4,38.4,51.9,0.011,4.17,0,0,,15.6,1016.3,63.6,9.8,,rain
2006-04-01,42.1,35.3,45.9,79.4,0.395,16.67,0,0,34.4,22.7,1008.8,93.8,9.3,,rain
2006-04-02,34,27.3,27.9,56.7,0,0,0,0,,13.5,1019.3,36.2,9.9,,partly-cloudy-day
2006-04-03,35.1,29.3,34.4,62.4,0.33,37.5,0,0,41.4,22.6,1007.5,81.6,9.1,,rain
2006-04-04,33,22.5,29.1,69.8,0.401,41.67,0,0,35.5,25.8,1005.6,88.8,8.9,,rain
2006-04-05,25.9,18.3,25.5,74.5,0.012,4.17,0,0,,18,1007.5,74.6,8.6,,rain
2006-04-06,33.2,25.7,32.3,75.8,0.011,4.17,0,0,,12.5,1011.5,72.3,9.8,,rain
2006-04-07,34.8,27.3,37.2,82.4,0.256,33.33,0,0,,13.6,1003.8,83.4,7.8,,rain
2006-04-08,26.8,15.6,20.7,61.8,0,0,0,0,,14.7,1014.1,71.4,9.9,,partly-cloudy-day
2006-04-09,24.9,21,22.7,60,0,0,0,0,,14.5,1022.3,8.6,9.9,,clear-day
2006-04-10,29.8,26.5,27.1,55.6,0,0,0,0,,9.1,1024.8,34.1,9.9,,partly-cloudy-day
2006-04-11,37.2,32,30.2,47.3,0,0,0,0,,7.8,1025.3,65.8,9.9,,partly-cloudy-day
2006-04-12,45.1,41.4,37.9,42.4,0.001,4.17,0,0,34.4,22.6,1019.4,71.6,9.9,,rain
2006-04-13,53.7,53.7,45.3,59.7,0.032,12.5,0,0,42.4,23.7,1015.1,90.4,9.8,,rain
2006-04-14,43.8,41.4,48.5,88.9,0.105,25,0,0,,7.9,1008.4,83.3,8.2,,rain
2006-04-15,50,50,45.8,73.1,0.908,8.33,0,0,35.6,21.4,1001.2,77.8,8.1,,rain
2006-04-16,42,38.4,32.7,57.6,0,0,0,0,,13.6,1010.2,72.7,9.9,,partly-cloudy-day
2006-04-17,34.1,28.1,33.8,62.9,0,0,0,0,,15.8,1012.5,42.9,9.9,,partly-cloudy-day
2006-04-18,41,38.1,38.1,60.5,0,0,0,0,,18.2,1015.9,23,9.9,,partly-cloudy-day
2006-04-19,40.8,38,38.1,55.8,0,0,0,0,,18.2,1014.5,14.9,9.9,,clear-day
2006-04-20,41,37.3,32.7,45.8,0,0,0,0,,14.7,1015.3,38,9.9,,partly-cloudy-day
2006-04-21,43.2,40,36.1,43.5,0,0,0,0,31.1,16.9,1018.3,80.5,9.9,,partly-cloudy-day
2006-04-22,39.8,32,39.5,83.5,1.221,75,0,0,32.2,23.3,1019.3,99.7,7.2,,rain
2006-04-23,39.8,32,42,88.6,0.087,33.33,0,0,,16.9,1012.7,94.1,9.8,,rain
2006-04-24,44.9,38.8,44.6,88.7,0.068,29.17,0,0,,12.5,1009.5,98.8,9,,rain
2006-04-25,35.9,28.4,37.2,74.1,0,0,0,0,30,21.6,1010.6,77.3,8.6,,partly-cloudy-day
2006-04-26,30.7,24.8,25.2,48.6,0,0,0,0,,21.2,1012.2,18.3,9.9,,clear-day
2006-04-27,38.9,35.7,27.6,45.5,0,0,0,0,,15.8,1012.9,42.2,9.9,,partly-cloudy-day
2006-04-28,30.7,30.7,24.9,51.1,0,0,0,0,,15.6,1025.8,0,9.9,,clear-day
2006-04-29,30.7,27.5,24.7,46,0,0,0,0,,10.2,1031.5,10.7,9.9,,clear-day
2006-04-30,35.8,33.3,29.1,42,0,0,0,0,,13.4,1029.7,17.8,9.9,,clear-day
2006-05-01,43.2,40.5,30.7,38.3,0,0,0,0,,13.1,1027,30.9,9.9,,partly-cloudy-day
2006-05-02,42.4,39.6,35,47.7,0,0,0,0,,13.6,1016.7,53.6,9.9,,partly-cloudy-day
2006-05-03,44.8,41.6,44.2,73.8,0,0,0,0,,11.2,1013.5,76.1,9.9,,partly-cloudy-day
2006-05-04,43.8,42.4,49,68.1,0.075,8.33,0,0,,14.5,1010.5,51.6,9.4,,rain
2006-05-05,48.5,44.3,40.6,56.7,0,0,0,0,,19.1,1010.6,53.9,9.9,,partly-cloudy-day
2006-05-06,42.2,37.2,38.8,70.2,0.128,16.67,0,0,,18.3,1012.5,83.1,9.8,,rain
2006-05-07,33.9,31.6,28.9,49.1,0,0,0,0,,8.7,1019.8,37.6,9.9,,partly-cloudy-day
2006-05-08,39.9,35.8,36.3,49,0,0,0,0,,8.9,1019,50.3,9.9,,partly-cloudy-day
2006-05-09,47,46.1,39.4,46.6,0,0,0,0,,10.3,1016.7,71.7,9.9,,partly-cloudy-day
2006-05-10,46.9,46.9,45.4,55.5,0,0,0,0,,14,1011.8,56.4,9.9,,partly-cloudy-day
2006-05-11,57,57,51.6,64.1,0.013,8.33,0,0,35.6,26.8,1006,82,9.9,,rain
2006-05-12,55.2,55.2,54.7,83.6,0.845,41.67,0,0,,16.9,1004.5,87.9,8.8,,rain
2006-05-13,53,53,52,76.8,0.038,4.17,0,0,31.1,22.1,1011.2,74.7,9.9,,rain
2006-05-14,48,43.9,46.2,74.2,0,0,0,0,,16.9,1016.3,74.6,9.9,,partly-cloudy-day
2006-05-15,45,42.7,47.8,80,0.09,16.67,0,0,,16.7,1013.3,82.7,9.4,,rain
2006-05-16,48,44.9,47.8,76.9,0,0,0,0,,13.3,1004.1,84.7,9.4,,partly-cloudy-day
2006-05-17,50.9,50.9,50.2,78,0.118,20.83,0,0,,15.5,999.1,98.9,9.6,,rain
2006-05-18,48,46.2,50.7,77.7,0.251,16.67,0,0,30,14.5,996.8,82,9.1,,rain
2006-05-19,42.9,41.4,44.4,77.1,0,0,0,0,,16.9,1000.8,69.3,9.5,,partly-cloudy-day
2006-05-20,44.8,40.6,44.8,83.7,0.167,50,0,0,32.2,19.5,1002.8,92.5,8.5,,rain
2006-05-21,39.7,32.9,39.2,81.5,0.217,33.33,0,0,38,24,1004.1,78.4,9,,rain
2006-05-22,41,33.6,33.4,63.8,0,0,0,0,32.2,18.2,1014.1,87.7,9.9,,partly-cloudy-day
2006-05-23,43.8,37.6,36.8,60.6,0,0,0,0,,18.2,1017.1,97.9,9.9,,cloudy
2006-05-24,46,41.9,38.1,50.9,0,0,0,0,,12.4,1016.3,40.5,9.9,,partly-cloudy-day
2006-05-25,44.9,42.6,44.1,54.1,0,0,0,0,,18.1,1009.7,71.8,9.9,,partly-cloudy-day
2006-05-26,57,57,57.6,79.1,0.151,37.5,0,0,,8.8,1003.1,95.7,7.8,,rain
2006-05-27,55.8,55.8,58.2,87.7,0.067,4.17,0,0,,10.3,1011.3,85,6,,rain
2006-05-28,49.9,49.9,54.8,73.1,0,0,0,0,,6.9,1020.3,54.4,8.1,,partly-cloudy-day
2006-05-29,60.2,60.2,63.7,75.9,0.055,16.67,0,0,,10.2,1018.7,47.6,8.5,,rain
2006-05-30,65.8,65.8,67.4,71.7,0,0,0,0,,13.4,1018.6,55.3,6.8,,partly-cloudy-day
2006-05-31,64.1,64.1,65.3,71.2,0,0,0,0,,12,1018.5,64.3,9,,partly-cloudy-day
2006-06-01,65,65,65.3,80.4,0.018,12.5,0,0,,14.2,1015.1,85.4,6.5,,rain
2006-06-02,60.9,60.9,56.9,69.4,0,0,0,0,,11.2,1012.9,94.4,9.9,,cloudy
2006-06-03,56,56,57.1,92.1,1.334,70.83,0,0,,11.4,1009.6,99.9,6.7,,rain
2006-06-04,55.1,55.1,52.5,82.1,0.053,12.5,0,0,,9.2,1010.5,100,9.5,,rain
2006-06-05,50,50,49.4,61.2,0,0,0,0,,9,1012.4,56.1,9.9,,partly-cloudy-day
2006-06-06,50,49.5,52.4,67.4,0,0,0,0,,10.1,1014.8,38.3,9.9,,partly-cloudy-day
2006-06-07,56.1,56.1,57.4,81.7,0.046,16.67,0,0,,8.7,1012,79.2,9.5,,rain
2006-06-08,57.7,57.7,56.4,87.4,0.042,12.5,0,0,,13.4,1009.6,99.6,9.3,,rain
2006-06-09,51.9,51.9,54.3,86.8,0.284,33.33,0,0,30,19.2,1007.7,96.8,8.5,,rain
2006-06-10,47.8,41.8,44.3,79.1,0.096,37.5,0,0,31.1,19.2,1007.5,99.7,8.4,,rain
2006-06-11,50,44.8,43.7,70.2,0,0,0,0,,15.8,1010.3,99.9,9.9,,cloudy
2006-06-12,53.8,53.8,51,75.2,0,0,0,0,,14.5,1015.4,94.7,9.9,,cloudy
2006-06-13,56.8,56.8,53.5,71.2,0,0,0,0,,10.2,1017.7,79.9,9.9,,partly-cloudy-day
2006-06-14,52.9,52.9,53,68.2,0,0,0,0,,11.3,1016.5,81.2,9.9,,partly-cloudy-day
2006-06-15,53.8,53.8,48.7,57.4,0,0,0,0,,15.7,1016.3,50.5,9.9,,partly-cloudy-day
2006-06-16,52,52,49.4,53.1,0,0,0,0,,12.2,1020.6,51.5,9.9,,partly-cloudy-day
2006-06-17,60.1,60.1,61,68.8,0.324,16.67,0,0,,9.9,1017.8,75.3,9.4,,rain
2006-06-18,64.8,64.8,64.4,62.2,0,0,0,0,,13.4,1015.2,33.7,7.6,,partly-cloudy-day
2006-06-19,66,66,64.8,72.9,0.286,29.17,0,0,,13.3,1011.2,68.6,7.6,,rain
2006-06-20,61,61,58.6,72.4,0,0,0,0,,17.1,1012.1,61.6,9.9,,partly-cloudy-day
2006-06-21,57.5,57.5,53,59.7,0,0,0,0,,13.3,1017.8,72.7,9.9,,partly-cloudy-day
2006-06-22,69.2,69.2,63.4,61.9,0.003,4.17,0,0,,12.4,1014.9,93.6,9.8,,rain
2006-06-23,67.8,67.8,60.8,65.6,0,0,0,0,,10.1,1017.8,94.2,9.9,,cloudy
2006-06-24,60.9,60.9,58.7,65.8,0,0,0,0,,11.3,1019.3,47.9,9.8,,partly-cloudy-day
2006-06-25,61.9,61.9,61.6,75.2,0.006,16.67,0,0,,15.4,1019.3,82.5,9.9,,rain
2006-06-26,65,65,66.1,88.9,0.586,58.33,0,0,,12.1,1017,98.9,8.7,,rain
2006-06-27,66.8,66.8,68.5,86.9,1.305,50,0,0,,15.4,1016.6,95.8,9,,rain
2006-06-28,66.8,66.8,66,81,0.609,25,0,0,36.9,16.6,1016.2,85.2,9,,rain
2006-06-29,61.9,61.9,60.2,76.6,0.131,12.5,0,0,33.3,14.3,1015.9,68.9,7.7,,rain
2006-06-30,61.8,61.8,56.1,68.6,0.001,4.17,0,0,,16,1015.1,68.8,9.2,,rain
2006-07-01,61.8,61.8,55.7,55.4,0,0,0,0,,19.2,1017.3,54.8,9.9,,partly-cloudy-day
2006-07-02,71.3,71.3,65.3,66.1,0.805,20.83,0,0,50.6,26.6,1012.2,86.9,9,,rain
2006-07-03,64.9,64.9,66.2,78,0.002,4.17,0,0,34.4,18.8,1016.1,81.4,7.3,,rain
2006-07-04,69.1,69.1,66.9,81.5,0.661,37.5,0,0,,14.5,1012.3,91,8.7,,rain
2006-07-05,60,60,55.6,67.8,0,0,0,0,,13.5,1014.6,50.5,9.9,,partly-cloudy-day
2006-07-06,56.7,56.7,53.9,69,0,0,0,0,,15.7,1019.5,51.8,9.9,,partly-cloudy-day
2006-07-07,59,59,56.4,67.1,0,0,0,0,,10.2,1024.6,46.6,9.9,,partly-cloudy-day
2006-07-08,56,56,57,67,0,0,0,0,,5.8,1023,34.3,9.9,,partly-cloudy-day
2006-07-09,62.8,62.8,59.5,65.3,0.001,4.17,0,0,,12.4,1015.9,67,9.9,,rain
2006-07-10,64.9,64.9,60.5,62.7,0.076,25,0,0,,17.9,1014.3,83.2,8,,rain
2006-07-11,62.9,62.9,62.9,75.8,0.408,8.33,0,0,,13.3,1018.2,79.8,9.4,,rain
2006-07-12,66.8,66.8,68.2,93.5,4.154,75,0,0,,12,1014.6,99.3,5.5,,rain
2006-07-13,66.8,66.8,65.4,76,0,0,0,0,,12.5,1014.6,57.9,9.2,,partly-cloudy-day
2006-07-14,61.9,61.9,63.5,69.2,0,0,0,0,,10.1,1015.6,29.8,9.5,,partly-cloudy-day
2006-07-15,69.3,69.3,67.1,78.8,0.216,25,0,0,,13.7,1012.9,71.4,8.2,,rain
2006-07-16,66.6,66.6,66.2,66.1,0,0,0,0,,11.2,1015.7,45.8,9.9,,partly-cloudy-day
2006-07-17,77.9,77.9,67.7,58.9,0,0,0,0,,14.5,1014,34.1,9.9,,partly-cloudy-day
2006-07-18,69.8,69.8,64.5,63.1,0,0,0,0,,14.7,1015.2,50.8,9.9,,partly-cloudy-day
2006-07-19,63.9,63.9,63.8,69.1,0,0,0,0,,8.8,1021,37.1,9.7,,partly-cloudy-day
2006-07-20,68.1,68.1,65.2,64.4,0,0,0,0,,13.6,1018,66.8,9.4,,partly-cloudy-day
2006-07-21,70,70,66.7,75.6,0.153,16.67,0,0,,12.3,1013,86.5,7.5,,rain
2006-07-22,65,65,65.4,89.7,0.701,37.5,0,0,,10.1,1009.4,98.7,8,,rain
2006-07-23,57.8,57.8,56.6,69.9,0,0,0,0,,8,1012.8,64.7,9.8,,partly-cloudy-day
2006-07-24,57.8,57.8,57,63,0,0,0,0,,12.3,1015.3,55.1,9.9,,partly-cloudy-day
2006-07-25,69.2,69.2,63.4,64.1,0.599,4.17,0,0,36.9,16.8,1014.1,60.3,9.7,,rain
2006-07-26,66.9,66.9,66,67.9,0,0,0,0,,13.3,1013.3,59.4,9,,partly-cloudy-day
2006-07-27,71.9,71.9,68.1,69.6,0.098,16.67,0,0,,14.4,1011.7,72.3,7.3,,rain
2006-07-28,70.8,70.8,68.6,81.9,0.519,45.83,0,0,,16.6,1011.8,82.8,8.7,,rain
2006-07-29,70.9,70.9,69.6,82.5,0.824,29.17,0,0,,17.3,1012.2,66.6,7.8,,rain
2006-07-30,68,68,64.7,75.9,0.001,4.17,0,0,,11.3,1011.8,72.1,8.8,,rain
2006-07-31,65,65,67.1,73.2,0,0,0,0,,12.3,1011.7,69.7,9.6,,partly-cloudy-day
2006-08-01,76.9,76.9,73.4,67,0,0,0,0,,17.9,1011.3,31.9,9.3,,partly-cloudy-day
2006-08-02,75.3,75.3,73.3,71.6,0.075,8.33,0,0,,15.7,1009.9,49.7,8.8,,rain
2006-08-03,70,70,69.2,78.1,0.292,16.67,0,0,41.4,15.8,1008.9,81.2,9.5,,rain
2006-08-04,68,68,64.4,72.5,0.425,25,0,0,,19.2,1012.7,56.9,9.4,,rain
2006-08-05,62.9,62.9,55.8,62.7,0,0,0,0,,13.5,1020.3,28.1,9.8,,partly-cloudy-day
2006-08-06,56.9,56.9,56.9,64.4,0,0,0,0,,13.3,1021.6,54.5,9.9,,partly-cloudy-day
2006-08-07,71.8,71.8,66,68.7,0.611,16.67,0,0,38,14.4,1015.1,64.4,8.8,,rain
2006-08-08,62.9,62.9,56.7,67.3,0,0,0,0,,14.5,1019.7,29.1,9.9,,partly-cloudy-day
2006-08-09,55.8,55.8,52.2,61.9,0,0,0,0,,9.1,1020,33,9.9,,partly-cloudy-day
2006-08-10,57.8,57.8,58.2,75.5,0.013,8.33,0,0,,20.9,1013.2,73.6,9.8,,rain
2006-08-11,52.1,52.1,50.1,66.5,0,0,0,0,,11.3,1016.6,26.5,9.9,,partly-cloudy-day
2006-08-12,51.9,51.9,48.1,61.8,0,0,0,0,,14.4,1019.5,55.6,9.9,,partly-cloudy-day
2006-08-13,51.9,51.9,50.5,62.8,0,0,0,0,,12.3,1018.9,50.9,9.9,,partly-cloudy-day
2006-08-14,55,55,56,67,0.096,20.83,0,0,,12.3,1012.1,56.9,9.1,,rain
2006-08-15,62.6,62.6,58,65.4,0.03,4.17,0,0,,18.3,1011.6,61.8,9.1,,rain
2006-08-16,60,60,57.2,68.9,0,0,0,0,,12.4,1021,40.4,9.9,,partly-cloudy-day
2006-08-17,56.8,56.8,57.3,69.8,0,0,0,0,,9.1,1024.2,42.1,9.9,,partly-cloudy-day
2006-08-18,62.9,62.9,61.8,66.7,0.019,4.17,0,0,,10,1020,85.8,9.8,,rain
2006-08-19,69.1,69.1,65.3,82.5,0.347,50,0,0,,8.9,1014.3,99.6,6,,rain
2006-08-20,62.9,62.9,65.3,84.7,0.236,41.67,0,0,31.1,21.1,1009.7,90.7,5.6,,rain
2006-08-21,60.1,60.1,55.6,68.2,0,0,0,0,,13.5,1018,64.3,9.9,,partly-cloudy-day
2006-08-22,54,54,58,70.8,0,0,0,0,,12.3,1017.7,45.6,9.9,,partly-cloudy-day
2006-08-23,60,60,55.3,67,0,0,0,0,,12.3,1016.8,53.3,9.9,,partly-cloudy-day
2006-08-24,60,60,56,70.5,0,0,0,0,,11.1,1016,77,9.9,,partly-cloudy-day
2006-08-25,58.9,58.9,59,83.5,0.059,16.67,0,0,,6.8,1016.7,90.6,9.7,,rain
2006-08-26,60.2,60.2,61.5,85,0.249,20.83,0,0,,13.5,1020.2,94.5,8.1,,rain
2006-08-27,65,65,61.4,81.1,0.007,8.33,0,0,,15.6,1016.9,98.7,9.9,,rain
2006-08-28,61.2,61.2,63.1,85.8,0,0,0,0,,8.1,1013.9,93.6,9.4,,cloudy
2006-08-29,59.1,59.1,61.2,90.6,0.735,50,0,0,,10,1011.5,96.9,7.9,,rain
2006-08-30,57.6,57.6,56.5,80.6,0,0,0,0,,12.4,1016.9,86.4,7.1,,partly-cloudy-day
2006-08-31,47.8,47.8,49.9,74.5,0,0,0,0,,7,1024.1,61.9,9.9,,partly-cloudy-day
2006-09-01,51.2,51.2,53.9,77.9,0,0,0,0,,11.1,1026,76.9,9.9,,partly-cloudy-day
